"trial_type","trial_index","time_elapsed","internal_node_id","prolificPid","studyId","sessionId","userAgent","version","rt","stimulus","key_press","chosenKeyset","failureCount","testIndex","globalVolume","choices","filename","modelName","slowdown","compensation","compensationDescriptor","receiverOrientationType","azimuth","responseAzimuth","responseDelay"
"echo-presentation","35","297613","0.0-35.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-20.wav","spherical","20","20","full","matched","-20","-10","1711"
"echo-presentation","36","300589","0.0-36.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-20.wav","spherical","20","20","full","matched","-20","0","1743"
"echo-presentation","37","305156","0.0-37.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a20.wav","spherical","20","20","full","matched","20","20","2911"
"echo-presentation","38","307666","0.0-38.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a20.wav","spherical","20","20","full","matched","20","20","1480"
"echo-presentation","39","310219","0.0-39.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-10.wav","spherical","20","20","full","matched","-10","0","1494"
"echo-presentation","40","312985","0.0-40.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a10.wav","spherical","20","20","full","matched","10","20","1878"
"echo-presentation","41","315461","0.0-41.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a-20.wav","spherical","20","20","full","matched","-20","-10","1584"
"echo-presentation","42","318298","0.0-42.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a10.wav","spherical","20","20","full","matched","10","10","1580"
"echo-presentation","43","321174","0.0-43.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a10.wav","spherical","20","20","full","matched","10","10","1696"
"echo-presentation","44","323806","0.0-44.0","5f8825d4938a85280f506a83","5fef55e628823a0076ec12ee","601f44806f5fea47affb754d","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:85.0) Gecko/20100101 Firefox/85.0","v1","","","","","","","","-20,-10,0,10,20","media/audio/stims/spherical_300cm_s20_c20_cd-full_matched_a0.wav","spherical","20","20","full","matched","0","10","1471"
